ModelName,ScenarioName,it,ErrorDist
ModelNSpike,ScenarioNoise,3,0.047669286450503182
ModelNSpike,ScenarioNoise,5,0.050730307384361545
ModelNSpike,ScenarioNoise,1,0.047684040144799336
ModelNSpike,ScenarioNoise,7,0.04947291093002839
ModelNSpike,ScenarioNoise,0,0.13112993624903865
ModelNSpike,ScenarioNoise,2,0.048105154509971666
ModelNSpike,ScenarioNoise,6,0.050773027214237577
ModelNSpike,ScenarioNoise,4,0.048768201480493573
ModelNSpike,ScenarioNoise,13,0.049964560863569533
ModelNSpike,ScenarioNoise,11,0.051822303504901725
ModelNSpike,ScenarioNoise,15,0.05135089925070016
ModelNSpike,ScenarioNoise,9,0.048840066540730087
ModelNSpike,ScenarioNoise,10,0.051849001374402195
ModelNSpike,ScenarioNoise,8,0.051768428683302573
ModelNSpike,ScenarioNoise,12,0.048876752425150966
ModelNSpike,ScenarioNoise,14,0.050681051121749983
ModelNSpike,ScenarioNoise,21,0.048065167869991786
ModelNSpike,ScenarioNoise,19,0.047120725173779798
ModelNSpike,ScenarioNoise,23,0.047033889926576998
ModelNSpike,ScenarioNoise,17,0.048180212071311991
ModelNSpike,ScenarioNoise,18,0.046146183437488365
ModelNSpike,ScenarioNoise,16,0.050630558875498576
ModelNSpike,ScenarioNoise,20,0.047726680426561641
ModelNSpike,ScenarioNoise,22,0.050139381693519482
ModelNSpike,ScenarioNoise,29,0.044585983411359616
ModelNSpike,ScenarioNoise,31,0.048862512062484077
ModelNSpike,ScenarioNoise,27,0.048497689379206586
ModelNSpike,ScenarioNoise,25,0.052153074144772112
ModelNSpike,ScenarioNoise,26,0.050429186823915673
ModelNSpike,ScenarioNoise,24,0.048818574752943079
ModelNSpike,ScenarioNoise,28,0.047563095243931285
ModelNSpike,ScenarioNoise,30,0.046107483274063193
ModelNSpike,ScenarioNoise,37,0.05685448601060434
ModelNSpike,ScenarioNoise,39,0.049423599247580718
ModelNSpike,ScenarioNoise,35,0.050657880496725489
ModelNSpike,ScenarioNoise,33,0.050971029607307039
ModelNSpike,ScenarioNoise,34,0.053141950184984028
ModelNSpike,ScenarioNoise,32,0.053525586151257021
ModelNSpike,ScenarioNoise,36,0.05247711243130531
ModelNSpike,ScenarioNoise,38,0.12459158706107903
ModelNSpike,ScenarioNoise,45,0.053567864271879512
ModelNSpike,ScenarioNoise,47,0.051970585928024109
ModelNSpike,ScenarioNoise,43,0.052572039564313403
ModelNSpike,ScenarioNoise,41,0.052138630937245113
ModelNSpike,ScenarioNoise,40,0.054583283460527675
ModelNSpike,ScenarioNoise,44,0.052185112916778943
ModelNSpike,ScenarioNoise,46,0.051132094865565927
ModelNSpike,ScenarioNoise,42,0.051533715803813031
ModelNSpike,ScenarioNoise,49,0.054527663077268508
ModelNSpike,ScenarioNoise,48,0.050173707306857877
ModelNSpike,ScenarioDistracters,7,0.047728343937716931
ModelNSpike,ScenarioDistracters,1,0.048742348967298517
