ModelName,ScenarioName,routerType,it,ErrorDist
ModelNSpike,ScenarioControl,sequence,31,0.057022103540589474
ModelNSpike,ScenarioControl,sequence,32,0.04694589677380711
ModelNSpike,ScenarioControl,sequence,34,0.050459110554303611
ModelNSpike,ScenarioControl,sequence,38,0.053492568995935741
ModelNSpike,ScenarioControl,sequence,36,0.042526309814742529
ModelNSpike,ScenarioControl,sequence,33,0.048704989847826681
ModelNSpike,ScenarioControl,sequence,35,0.050021021691129465
ModelNSpike,ScenarioControl,sequence,37,0.048236504538787923
ModelNSpike,ScenarioControl,sequence,39,0.055335196166457212
ModelNSpike,ScenarioControl,sequence,40,0.048314540418581207
ModelNSpike,ScenarioControl,sequence,42,0.048340898076248522
ModelNSpike,ScenarioControl,sequence,46,0.057022103540589474
ModelNSpike,ScenarioControl,sequence,44,0.048184607961056995
ModelNSpike,ScenarioControl,sequence,41,0.048546064042359539
ModelNSpike,ScenarioControl,sequence,47,0.046266182292244926
ModelNSpike,ScenarioControl,sequence,45,0.04722007548996527
ModelNSpike,ScenarioControl,sequence,43,0.053632862808962727
ModelNSpike,ScenarioControl,sequence,48,0.048704989847826681
ModelNSpike,ScenarioControl,sequence,49,0.050459110554303611
ModelNSpike,ScenarioControl,sequenceMixte,1,0.051036916693892959
ModelNSpike,ScenarioControl,sequenceMixte,3,0.050384963688751595
ModelNSpike,ScenarioControl,sequenceMixte,5,0.043349882810354554
ModelNSpike,ScenarioControl,sequenceMixte,7,0.046119604796499791
ModelNSpike,ScenarioControl,sequenceMixte,2,0.046741376530143958
ModelNSpike,ScenarioControl,sequenceMixte,4,0.05187354494958854
ModelNSpike,ScenarioControl,sequenceMixte,0,0.050956822651405907
ModelNSpike,ScenarioControl,sequenceMixte,6,0.04939699908689324
ModelNSpike,ScenarioControl,sequenceMixte,13,0.046834709922746902
ModelNSpike,ScenarioControl,sequenceMixte,15,0.052031824214779358
ModelNSpike,ScenarioControl,sequenceMixte,9,0.050213545185997167
ModelNSpike,ScenarioControl,sequenceMixte,11,0.045906615796186691
ModelNSpike,ScenarioControl,sequenceMixte,10,0.049609158279554422
ModelNSpike,ScenarioControl,sequenceMixte,12,0.049011134401741076
ModelNSpike,ScenarioControl,sequenceMixte,14,0.049523009739265253
ModelNSpike,ScenarioControl,sequenceMixte,8,0.046300416863815697
ModelNSpike,ScenarioControl,sequenceMixte,21,0.055048347792191053
ModelNSpike,ScenarioControl,sequenceMixte,23,0.050805619994438299
ModelNSpike,ScenarioControl,sequenceMixte,18,0.0510190031529675
ModelNSpike,ScenarioControl,sequenceMixte,22,0.044565496607908352
ModelNSpike,ScenarioControl,sequenceMixte,20,0.051408365603562697
ModelNSpike,ScenarioControl,sequenceMixte,19,0.051252623758000118
ModelNSpike,ScenarioControl,sequenceMixte,17,0.046803934229854294
ModelNSpike,ScenarioControl,sequenceMixte,16,0.051410278297059603
ModelNSpike,ScenarioControl,sequenceMixte,26,0.047787769691569566
ModelNSpike,ScenarioControl,sequenceMixte,30,0.046454120786205887
ModelNSpike,ScenarioControl,sequenceMixte,28,0.050604536979876255
ModelNSpike,ScenarioControl,sequenceMixte,29,0.049246893259399412
ModelNSpike,ScenarioControl,sequenceMixte,31,0.04828147613593433
ModelNSpike,ScenarioControl,sequenceMixte,27,0.052948970943392813
ModelNSpike,ScenarioControl,sequenceMixte,25,0.049544896741393563
ModelNSpike,ScenarioControl,sequenceMixte,24,0.054587494709879072
ModelNSpike,ScenarioControl,sequenceMixte,34,0.047108582697870091
ModelNSpike,ScenarioControl,sequenceMixte,38,0.045943626049321083
ModelNSpike,ScenarioControl,sequenceMixte,36,0.047766463258624416
ModelNSpike,ScenarioControl,sequenceMixte,37,0.048575850319574329
ModelNSpike,ScenarioControl,sequenceMixte,39,0.04728970425049344
ModelNSpike,ScenarioControl,sequenceMixte,35,0.053666376805759274
ModelNSpike,ScenarioControl,sequenceMixte,33,0.051117182812682592
ModelNSpike,ScenarioControl,sequenceMixte,32,0.053033105758903104
ModelNSpike,ScenarioControl,sequenceMixte,46,0.054915027342714695
ModelNSpike,ScenarioControl,sequenceMixte,42,0.050365410176510653
ModelNSpike,ScenarioControl,sequenceMixte,44,0.044936030372687771
ModelNSpike,ScenarioControl,sequenceMixte,45,0.050667829980406247
ModelNSpike,ScenarioControl,sequenceMixte,47,0.0518212160821067
ModelNSpike,ScenarioControl,sequenceMixte,43,0.046760182451730796
ModelNSpike,ScenarioControl,sequenceMixte,41,0.049466323268207844
ModelNSpike,ScenarioControl,sequenceMixte,40,0.050595122531905658
ModelNSpike,ScenarioControl,sequenceMixte,49,0.047125760608872171
ModelNSpike,ScenarioControl,sequenceMixte,48,0.04601256877165659
