ModelName,ScenarioName,it,ErrorDist
ModelNSpike,ScenarioControl,3,0.035594437734252922
ModelNSpike,ScenarioControl,7,0.037035261888505776
ModelNSpike,ScenarioControl,1,0.036422268685572634
ModelNSpike,ScenarioControl,5,0.033830534406533164
ModelNSpike,ScenarioControl,0,0.036766836203655756
ModelNSpike,ScenarioControl,2,0.034996436811804504
ModelNSpike,ScenarioControl,6,0.03577199504014332
ModelNSpike,ScenarioControl,4,0.036047206768937072
ModelNSpike,ScenarioControl,11,0.037037848953834447
ModelNSpike,ScenarioControl,15,0.036697445378315298
ModelNSpike,ScenarioControl,9,0.03400209803538369
ModelNSpike,ScenarioControl,13,0.034924296533142538
ModelNSpike,ScenarioControl,8,0.034069592543023025
ModelNSpike,ScenarioControl,14,0.036246571903151011
ModelNSpike,ScenarioControl,10,0.03658277611845305
ModelNSpike,ScenarioControl,12,0.03807314747728139
ModelNSpike,ScenarioControl,19,0.035490063740198828
ModelNSpike,ScenarioControl,23,0.036618464460507177
ModelNSpike,ScenarioControl,17,0.037511989017434681
ModelNSpike,ScenarioControl,21,0.03474579773770458
ModelNSpike,ScenarioControl,16,0.035448968452499355
ModelNSpike,ScenarioControl,18,0.036176733085949195
ModelNSpike,ScenarioControl,22,0.035693224140445408
ModelNSpike,ScenarioControl,20,0.037179668473301619
ModelNSpike,ScenarioControl,27,0.036505028536624892
ModelNSpike,ScenarioControl,31,0.035915418787328464
ModelNSpike,ScenarioControl,25,0.034570427351351296
ModelNSpike,ScenarioControl,29,0.034873324023926955
ModelNSpike,ScenarioControl,24,0.035674824685216572
ModelNSpike,ScenarioControl,26,0.036264200381635608
ModelNSpike,ScenarioControl,30,0.037446553761580605
ModelNSpike,ScenarioControl,28,0.036372954774175362
ModelNSpike,ScenarioControl,35,0.036096976290547145
ModelNSpike,ScenarioControl,39,0.035817747472709431
ModelNSpike,ScenarioControl,33,0.035900456769099857
ModelNSpike,ScenarioControl,37,0.03679134026404221
ModelNSpike,ScenarioControl,32,0.036275383440737094
ModelNSpike,ScenarioControl,34,0.035985926328242504
ModelNSpike,ScenarioControl,38,0.035816430414881847
ModelNSpike,ScenarioControl,36,0.034666632545532261
ModelNSpike,ScenarioControl,43,0.036668371010897205
ModelNSpike,ScenarioControl,47,0.037078411551248726
ModelNSpike,ScenarioControl,41,0.035905336637099119
ModelNSpike,ScenarioControl,45,0.036245993875402144
ModelNSpike,ScenarioControl,44,0.036820839317702872
ModelNSpike,ScenarioControl,42,0.034658272424387661
ModelNSpike,ScenarioControl,40,0.037139627797569373
ModelNSpike,ScenarioControl,46,0.034791736734528303
ModelNSpike,ScenarioControl,49,0.034677253911689424
ModelNSpike,ScenarioControl,48,0.035884271821394101
